Item Name,Description,Price,Type,Cuisine,Restaurant Name,Location,Rating,Veg/Non-Veg,Discount
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,458,Beverage,American,Restaurant D,Hyderabad,3.3,Non-Veg,20% off
Paneer Tikka,Grilled paneer with Indian spices.,132,Snack,Indian,Restaurant B,Hyderabad,4.8,Veg,16% off
French Fries,"Golden, crispy fried potatoes.",239,Snack,American,Restaurant A,Delhi,3.4,Non-Veg,25% off
Nachos,Tortilla chips topped with melted cheese and salsa.,363,Snack,Mexican,Restaurant A,Chennai,4.8,Non-Veg,6% off
Chocolate Shake,Rich and creamy chocolate drink.,217,Beverage,American,Restaurant J,Chennai,3.7,Non-Veg,14% off
Butter Naan,Soft bread with butter.,346,Main Course,Indian,Restaurant E,Mumbai,3.6,Non-Veg,24% off
Enchiladas,Corn tortillas rolled with filling and sauce.,253,Main Course,Mexican,Restaurant B,Hyderabad,3.6,Non-Veg,11% off
Veg Biryani,Made with aromatic basmati rice.,264,Main Course,Indian,Restaurant D,Hyderabad,3.4,Veg,29% off
Margarita,Refreshing lime and tequila cocktail.,221,Beverage,Mexican,Restaurant I,Chennai,3.9,Non-Veg,16% off
Veg Biryani,Made with aromatic basmati rice.,359,Main Course,Indian,Restaurant D,Delhi,3.3,Veg,10% off
Churros,Fried dough pastry dusted with sugar.,374,Dessert,Mexican,Restaurant D,Hyderabad,3.3,Non-Veg,30% off
Enchiladas,Corn tortillas rolled with filling and sauce.,452,Main Course,Mexican,Restaurant I,Hyderabad,3.3,Non-Veg,26% off
Tacos,Corn tortilla filled with meat and veggies.,308,Snack,Mexican,Restaurant A,Delhi,3.6,Non-Veg,18% off
Butter Naan,Soft bread with butter.,482,Main Course,Indian,Restaurant E,Chennai,3.3,Non-Veg,15% off
Guacamole,Mashed avocado dip with lime and salt.,288,Snack,Mexican,Restaurant D,Hyderabad,3.8,Non-Veg,9% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",414,Main Course,Mexican,Restaurant J,Delhi,3.3,Non-Veg,11% off
French Fries,"Golden, crispy fried potatoes.",376,Snack,American,Restaurant H,Hyderabad,3.3,Non-Veg,17% off
Cheeseburger,Juicy beef patty with melted cheese.,239,Main Course,American,Restaurant G,Bangalore,4.8,Non-Veg,20% off
Veg Biryani,Made with aromatic basmati rice.,282,Main Course,Indian,Restaurant I,Chennai,3.3,Veg,15% off
Paneer Tikka,Grilled paneer with Indian spices.,102,Snack,Indian,Restaurant B,Mumbai,3.4,Veg,7% off
Guacamole,Mashed avocado dip with lime and salt.,278,Snack,Mexican,Restaurant G,Delhi,4.8,Non-Veg,7% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,405,Snack,Indian,Restaurant G,Mumbai,3.4,Non-Veg,27% off
Milkshake,Thick and creamy milk-based drink.,425,Beverage,American,Restaurant A,Chennai,3.7,Non-Veg,28% off
Chicken Burger,Crispy chicken patty in a bun.,365,Snack,American,Restaurant F,Delhi,3.7,Non-Veg,29% off
Paneer Tikka,Grilled paneer with Indian spices.,216,Snack,Indian,Restaurant D,Hyderabad,3.8,Veg,20% off
Veg Biryani,Made with aromatic basmati rice.,291,Main Course,Indian,Restaurant D,Delhi,3.6,Veg,10% off
Dal Tadka,Yellow lentils tempered with spices.,462,Main Course,Indian,Restaurant I,Hyderabad,3.6,Non-Veg,24% off
Chicken Biryani,Spicy and flavorful.,451,Main Course,Indian,Restaurant H,Chennai,3.3,Non-Veg,21% off
Butter Naan,Soft bread with butter.,256,Main Course,Indian,Restaurant A,Delhi,3.6,Non-Veg,22% off
Pancakes,Fluffy breakfast pancakes with syrup.,442,Dessert,American,Restaurant A,Bangalore,3.3,Non-Veg,22% off
Masala Dosa,South Indian rice pancake with masala.,366,Snack,Indian,Restaurant F,Mumbai,3.3,Non-Veg,8% off
French Fries,"Golden, crispy fried potatoes.",188,Snack,American,Restaurant J,Delhi,3.9,Non-Veg,21% off
Samosa,Crispy fried pastry filled with spiced potatoes.,362,Snack,Indian,Restaurant E,Mumbai,4.8,Non-Veg,6% off
Cheeseburger,Juicy beef patty with melted cheese.,256,Main Course,American,Restaurant B,Bangalore,3.6,Non-Veg,7% off
Cheeseburger,Juicy beef patty with melted cheese.,101,Main Course,American,Restaurant A,Hyderabad,3.3,Non-Veg,9% off
Mac and Cheese,Creamy macaroni and cheese dish.,483,Main Course,American,Restaurant E,Delhi,3.4,Non-Veg,6% off
Butter Naan,Soft bread with butter.,266,Main Course,Indian,Restaurant C,Hyderabad,3.6,Non-Veg,18% off
French Fries,"Golden, crispy fried potatoes.",109,Snack,American,Restaurant J,Hyderabad,3.3,Non-Veg,10% off
Mexican Rice,Rice cooked with tomatoes and spices.,186,Main Course,Mexican,Restaurant F,Delhi,3.9,Non-Veg,6% off
Butter Naan,Soft bread with butter.,389,Main Course,Indian,Restaurant B,Mumbai,3.3,Non-Veg,18% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",206,Main Course,Mexican,Restaurant C,Bangalore,3.3,Non-Veg,30% off
Lassi,Sweet yogurt-based drink.,381,Beverage,Indian,Restaurant B,Mumbai,3.6,Non-Veg,16% off
Guacamole,Mashed avocado dip with lime and salt.,191,Snack,Mexican,Restaurant C,Chennai,3.7,Non-Veg,23% off
Nachos,Tortilla chips topped with melted cheese and salsa.,230,Snack,Mexican,Restaurant D,Hyderabad,3.8,Non-Veg,8% off
Paneer Tikka,Grilled paneer with Indian spices.,363,Snack,Indian,Restaurant I,Hyderabad,3.7,Veg,10% off
Hot Dog,Sausage served in a sliced bun.,169,Snack,American,Restaurant D,Chennai,3.9,Non-Veg,30% off
Butter Naan,Soft bread with butter.,416,Main Course,Indian,Restaurant I,Chennai,3.6,Non-Veg,20% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,425,Snack,Indian,Restaurant C,Delhi,4.8,Non-Veg,28% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",304,Main Course,Mexican,Restaurant I,Delhi,3.4,Non-Veg,6% off
Mac and Cheese,Creamy macaroni and cheese dish.,232,Main Course,American,Restaurant G,Mumbai,3.7,Non-Veg,7% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",372,Main Course,Mexican,Restaurant E,Hyderabad,3.8,Non-Veg,10% off
Chicken Burger,Crispy chicken patty in a bun.,372,Snack,American,Restaurant E,Delhi,3.7,Non-Veg,8% off
Guacamole,Mashed avocado dip with lime and salt.,408,Snack,Mexican,Restaurant F,Delhi,3.9,Non-Veg,27% off
Fish Curry,Fish cooked in coconut milk.,391,Main Course,Indian,Restaurant H,Bangalore,3.3,Non-Veg,5% off
Paneer Tikka,Grilled paneer with Indian spices.,163,Snack,Indian,Restaurant I,Delhi,3.9,Veg,30% off
Mexican Rice,Rice cooked with tomatoes and spices.,339,Main Course,Mexican,Restaurant A,Delhi,3.9,Non-Veg,18% off
Chicken Burger,Crispy chicken patty in a bun.,301,Snack,American,Restaurant B,Hyderabad,3.9,Non-Veg,26% off
Enchiladas,Corn tortillas rolled with filling and sauce.,382,Main Course,Mexican,Restaurant D,Bangalore,3.6,Non-Veg,20% off
Paneer Tikka,Grilled paneer with Indian spices.,284,Snack,Indian,Restaurant J,Chennai,4.8,Veg,22% off
Fajitas,Grilled meat and vegetables served on tortillas.,209,Main Course,Mexican,Restaurant D,Bangalore,3.7,Non-Veg,12% off
Cheeseburger,Juicy beef patty with melted cheese.,269,Main Course,American,Restaurant H,Delhi,3.3,Non-Veg,25% off
Chocolate Shake,Rich and creamy chocolate drink.,447,Beverage,American,Restaurant C,Bangalore,3.7,Non-Veg,27% off
Masala Dosa,South Indian rice pancake with masala.,478,Snack,Indian,Restaurant D,Delhi,3.3,Non-Veg,19% off
Mac and Cheese,Creamy macaroni and cheese dish.,223,Main Course,American,Restaurant D,Mumbai,4.8,Non-Veg,10% off
Veg Biryani,Made with aromatic basmati rice.,206,Main Course,Indian,Restaurant F,Mumbai,3.9,Veg,20% off
Churros,Fried dough pastry dusted with sugar.,233,Dessert,Mexican,Restaurant C,Chennai,3.7,Non-Veg,5% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",292,Main Course,Mexican,Restaurant F,Delhi,3.3,Non-Veg,13% off
Enchiladas,Corn tortillas rolled with filling and sauce.,488,Main Course,Mexican,Restaurant H,Bangalore,3.9,Non-Veg,15% off
Chocolate Shake,Rich and creamy chocolate drink.,302,Beverage,American,Restaurant F,Bangalore,3.8,Non-Veg,17% off
Veg Biryani,Made with aromatic basmati rice.,158,Main Course,Indian,Restaurant D,Bangalore,3.6,Veg,14% off
Chocolate Shake,Rich and creamy chocolate drink.,408,Beverage,American,Restaurant I,Bangalore,3.6,Non-Veg,9% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,448,Beverage,American,Restaurant H,Chennai,3.3,Non-Veg,25% off
Guacamole,Mashed avocado dip with lime and salt.,350,Snack,Mexican,Restaurant A,Chennai,3.9,Non-Veg,23% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",101,Main Course,Mexican,Restaurant J,Chennai,3.9,Non-Veg,11% off
French Fries,"Golden, crispy fried potatoes.",437,Snack,American,Restaurant D,Mumbai,3.9,Non-Veg,19% off
Chicken Burger,Crispy chicken patty in a bun.,293,Snack,American,Restaurant E,Delhi,3.7,Non-Veg,18% off
Cheeseburger,Juicy beef patty with melted cheese.,440,Main Course,American,Restaurant G,Chennai,3.9,Non-Veg,16% off
Margarita,Refreshing lime and tequila cocktail.,475,Beverage,Mexican,Restaurant D,Mumbai,3.4,Non-Veg,30% off
Chicken Burger,Crispy chicken patty in a bun.,155,Snack,American,Restaurant E,Mumbai,3.6,Non-Veg,19% off
Cheeseburger,Juicy beef patty with melted cheese.,248,Main Course,American,Restaurant E,Mumbai,4.8,Non-Veg,24% off
Chocolate Shake,Rich and creamy chocolate drink.,478,Beverage,American,Restaurant B,Delhi,3.8,Non-Veg,23% off
Milkshake,Thick and creamy milk-based drink.,175,Beverage,American,Restaurant F,Chennai,3.3,Non-Veg,29% off
Churros,Fried dough pastry dusted with sugar.,114,Dessert,Mexican,Restaurant I,Hyderabad,3.9,Non-Veg,12% off
Hot Dog,Sausage served in a sliced bun.,398,Snack,American,Restaurant D,Bangalore,3.6,Non-Veg,30% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,419,Snack,Indian,Restaurant C,Hyderabad,3.9,Non-Veg,26% off
Lassi,Sweet yogurt-based drink.,462,Beverage,Indian,Restaurant F,Mumbai,3.6,Non-Veg,15% off
Butter Naan,Soft bread with butter.,168,Main Course,Indian,Restaurant C,Hyderabad,3.9,Non-Veg,18% off
Chicken Biryani,Spicy and flavorful.,364,Main Course,Indian,Restaurant H,Mumbai,3.3,Non-Veg,7% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,239,Beverage,American,Restaurant A,Mumbai,3.9,Non-Veg,14% off
Lassi,Sweet yogurt-based drink.,340,Beverage,Indian,Restaurant J,Delhi,3.4,Non-Veg,7% off
Milkshake,Thick and creamy milk-based drink.,273,Beverage,American,Restaurant H,Hyderabad,3.4,Non-Veg,29% off
Samosa,Crispy fried pastry filled with spiced potatoes.,158,Snack,Indian,Restaurant F,Hyderabad,3.6,Non-Veg,5% off
Butter Naan,Soft bread with butter.,416,Main Course,Indian,Restaurant D,Delhi,3.3,Non-Veg,24% off
Butter Naan,Soft bread with butter.,176,Main Course,Indian,Restaurant I,Mumbai,3.6,Non-Veg,22% off
Paneer Tikka,Grilled paneer with Indian spices.,268,Snack,Indian,Restaurant E,Delhi,3.9,Veg,10% off
Nachos,Tortilla chips topped with melted cheese and salsa.,253,Snack,Mexican,Restaurant B,Hyderabad,3.8,Non-Veg,17% off
Mac and Cheese,Creamy macaroni and cheese dish.,272,Main Course,American,Restaurant B,Bangalore,3.6,Non-Veg,18% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,312,Snack,Indian,Restaurant I,Mumbai,3.8,Non-Veg,20% off
Samosa,Crispy fried pastry filled with spiced potatoes.,319,Snack,Indian,Restaurant D,Delhi,3.4,Non-Veg,15% off
Fish Curry,Fish cooked in coconut milk.,409,Main Course,Indian,Restaurant H,Hyderabad,3.4,Non-Veg,20% off
Pancakes,Fluffy breakfast pancakes with syrup.,419,Dessert,American,Restaurant C,Hyderabad,3.4,Non-Veg,13% off
Churros,Fried dough pastry dusted with sugar.,319,Dessert,Mexican,Restaurant J,Delhi,3.6,Non-Veg,23% off
Dal Tadka,Yellow lentils tempered with spices.,350,Main Course,Indian,Restaurant D,Bangalore,3.8,Non-Veg,20% off
Cheeseburger,Juicy beef patty with melted cheese.,308,Main Course,American,Restaurant H,Delhi,3.4,Non-Veg,13% off
Guacamole,Mashed avocado dip with lime and salt.,294,Snack,Mexican,Restaurant C,Bangalore,3.6,Non-Veg,23% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,419,Beverage,American,Restaurant B,Hyderabad,3.4,Non-Veg,23% off
Samosa,Crispy fried pastry filled with spiced potatoes.,288,Snack,Indian,Restaurant I,Chennai,3.6,Non-Veg,18% off
Churros,Fried dough pastry dusted with sugar.,253,Dessert,Mexican,Restaurant I,Chennai,3.6,Non-Veg,15% off
Paneer Tikka,Grilled paneer with Indian spices.,197,Snack,Indian,Restaurant D,Delhi,3.6,Veg,10% off
Hot Dog,Sausage served in a sliced bun.,276,Snack,American,Restaurant C,Delhi,3.4,Non-Veg,12% off
Margarita,Refreshing lime and tequila cocktail.,195,Beverage,Mexican,Restaurant H,Bangalore,3.6,Non-Veg,11% off
Paneer Tikka,Grilled paneer with Indian spices.,415,Snack,Indian,Restaurant H,Mumbai,3.8,Veg,20% off
Guacamole,Mashed avocado dip with lime and salt.,151,Snack,Mexican,Restaurant G,Delhi,3.3,Non-Veg,21% off
Tacos,Corn tortilla filled with meat and veggies.,241,Snack,Mexican,Restaurant G,Hyderabad,3.4,Non-Veg,26% off
Paneer Tikka,Grilled paneer with Indian spices.,482,Snack,Indian,Restaurant H,Mumbai,3.3,Veg,26% off
Guacamole,Mashed avocado dip with lime and salt.,315,Snack,Mexican,Restaurant J,Mumbai,3.6,Non-Veg,21% off
Paneer Tikka,Grilled paneer with Indian spices.,223,Snack,Indian,Restaurant H,Chennai,3.8,Veg,10% off
Paneer Tikka,Grilled paneer with Indian spices.,111,Snack,Indian,Restaurant E,Delhi,3.8,Veg,9% off
Tacos,Corn tortilla filled with meat and veggies.,367,Snack,Mexican,Restaurant F,Mumbai,3.9,Non-Veg,19% off
Milkshake,Thick and creamy milk-based drink.,122,Beverage,American,Restaurant F,Mumbai,3.9,Non-Veg,24% off
Margarita,Refreshing lime and tequila cocktail.,132,Beverage,Mexican,Restaurant D,Delhi,3.3,Non-Veg,6% off
Hot Dog,Sausage served in a sliced bun.,182,Snack,American,Restaurant D,Chennai,3.7,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",492,Main Course,Mexican,Restaurant E,Hyderabad,3.9,Non-Veg,10% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,235,Snack,Indian,Restaurant G,Mumbai,3.3,Non-Veg,15% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,180,Beverage,American,Restaurant C,Delhi,3.6,Non-Veg,14% off
Churros,Fried dough pastry dusted with sugar.,456,Dessert,Mexican,Restaurant A,Mumbai,3.3,Non-Veg,20% off
Dal Tadka,Yellow lentils tempered with spices.,421,Main Course,Indian,Restaurant J,Bangalore,3.9,Non-Veg,27% off
French Fries,"Golden, crispy fried potatoes.",203,Snack,American,Restaurant J,Mumbai,3.3,Non-Veg,24% off
Masala Dosa,South Indian rice pancake with masala.,470,Snack,Indian,Restaurant A,Delhi,3.3,Non-Veg,8% off
Veg Biryani,Made with aromatic basmati rice.,305,Main Course,Indian,Restaurant J,Delhi,3.3,Veg,21% off
Fish Curry,Fish cooked in coconut milk.,298,Main Course,Indian,Restaurant D,Bangalore,3.3,Non-Veg,10% off
Butter Naan,Soft bread with butter.,449,Main Course,Indian,Restaurant F,Hyderabad,3.6,Non-Veg,29% off
Mac and Cheese,Creamy macaroni and cheese dish.,190,Main Course,American,Restaurant H,Hyderabad,3.6,Non-Veg,9% off
Margarita,Refreshing lime and tequila cocktail.,424,Beverage,Mexican,Restaurant G,Delhi,3.3,Non-Veg,17% off
Chocolate Shake,Rich and creamy chocolate drink.,473,Beverage,American,Restaurant A,Bangalore,3.7,Non-Veg,10% off
Mexican Rice,Rice cooked with tomatoes and spices.,430,Main Course,Mexican,Restaurant B,Mumbai,3.8,Non-Veg,24% off
Dal Tadka,Yellow lentils tempered with spices.,463,Main Course,Indian,Restaurant G,Hyderabad,3.3,Non-Veg,19% off
French Fries,"Golden, crispy fried potatoes.",111,Snack,American,Restaurant B,Bangalore,3.6,Non-Veg,29% off
Chocolate Shake,Rich and creamy chocolate drink.,143,Beverage,American,Restaurant G,Delhi,3.8,Non-Veg,15% off
Chocolate Shake,Rich and creamy chocolate drink.,284,Beverage,American,Restaurant J,Hyderabad,3.9,Non-Veg,18% off
Milkshake,Thick and creamy milk-based drink.,434,Beverage,American,Restaurant A,Hyderabad,3.9,Non-Veg,17% off
Masala Dosa,South Indian rice pancake with masala.,392,Snack,Indian,Restaurant E,Chennai,3.3,Non-Veg,20% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,468,Snack,Indian,Restaurant G,Mumbai,3.6,Non-Veg,24% off
Churros,Fried dough pastry dusted with sugar.,428,Dessert,Mexican,Restaurant A,Delhi,3.6,Non-Veg,18% off
Milkshake,Thick and creamy milk-based drink.,380,Beverage,American,Restaurant H,Chennai,3.9,Non-Veg,24% off
Tacos,Corn tortilla filled with meat and veggies.,389,Snack,Mexican,Restaurant J,Bangalore,3.4,Non-Veg,21% off
Chicken Biryani,Spicy and flavorful.,425,Main Course,Indian,Restaurant B,Delhi,3.3,Non-Veg,13% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,181,Snack,Indian,Restaurant J,Bangalore,3.8,Non-Veg,20% off
Mac and Cheese,Creamy macaroni and cheese dish.,430,Main Course,American,Restaurant C,Delhi,3.3,Non-Veg,15% off
Butter Naan,Soft bread with butter.,120,Main Course,Indian,Restaurant H,Delhi,3.4,Non-Veg,30% off
Fajitas,Grilled meat and vegetables served on tortillas.,288,Main Course,Mexican,Restaurant C,Bangalore,3.9,Non-Veg,28% off
Veg Biryani,Made with aromatic basmati rice.,411,Main Course,Indian,Restaurant H,Bangalore,3.8,Veg,6% off
Fish Curry,Fish cooked in coconut milk.,416,Main Course,Indian,Restaurant F,Hyderabad,3.7,Non-Veg,19% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,353,Beverage,American,Restaurant J,Chennai,3.3,Non-Veg,15% off
Apple Pie,Classic American dessert with spiced apples.,373,Dessert,American,Restaurant F,Hyderabad,3.7,Non-Veg,11% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,460,Snack,Indian,Restaurant I,Hyderabad,3.8,Non-Veg,17% off
Mac and Cheese,Creamy macaroni and cheese dish.,457,Main Course,American,Restaurant G,Bangalore,3.4,Non-Veg,28% off
Chicken Burger,Crispy chicken patty in a bun.,206,Snack,American,Restaurant B,Hyderabad,3.6,Non-Veg,10% off
Chocolate Shake,Rich and creamy chocolate drink.,470,Beverage,American,Restaurant I,Bangalore,3.7,Non-Veg,5% off
Nachos,Tortilla chips topped with melted cheese and salsa.,481,Snack,Mexican,Restaurant H,Hyderabad,3.3,Non-Veg,5% off
Mexican Rice,Rice cooked with tomatoes and spices.,249,Main Course,Mexican,Restaurant I,Mumbai,3.6,Non-Veg,10% off
Churros,Fried dough pastry dusted with sugar.,162,Dessert,Mexican,Restaurant F,Bangalore,3.6,Non-Veg,14% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",350,Main Course,Mexican,Restaurant D,Bangalore,3.4,Non-Veg,21% off
Enchiladas,Corn tortillas rolled with filling and sauce.,373,Main Course,Mexican,Restaurant A,Mumbai,3.3,Non-Veg,7% off
Milkshake,Thick and creamy milk-based drink.,301,Beverage,American,Restaurant A,Bangalore,3.9,Non-Veg,25% off
Enchiladas,Corn tortillas rolled with filling and sauce.,212,Main Course,Mexican,Restaurant E,Chennai,3.3,Non-Veg,10% off
Lassi,Sweet yogurt-based drink.,461,Beverage,Indian,Restaurant A,Bangalore,3.8,Non-Veg,15% off
Mexican Rice,Rice cooked with tomatoes and spices.,181,Main Course,Mexican,Restaurant J,Hyderabad,3.6,Non-Veg,5% off
Nachos,Tortilla chips topped with melted cheese and salsa.,435,Snack,Mexican,Restaurant G,Chennai,3.9,Non-Veg,15% off
Cheeseburger,Juicy beef patty with melted cheese.,109,Main Course,American,Restaurant J,Hyderabad,3.4,Non-Veg,21% off
French Fries,"Golden, crispy fried potatoes.",401,Snack,American,Restaurant A,Delhi,3.7,Non-Veg,15% off
Pancakes,Fluffy breakfast pancakes with syrup.,235,Dessert,American,Restaurant F,Delhi,3.8,Non-Veg,11% off
Apple Pie,Classic American dessert with spiced apples.,181,Dessert,American,Restaurant G,Delhi,3.9,Non-Veg,15% off
Fajitas,Grilled meat and vegetables served on tortillas.,402,Main Course,Mexican,Restaurant C,Delhi,3.7,Non-Veg,30% off
French Fries,"Golden, crispy fried potatoes.",132,Snack,American,Restaurant D,Bangalore,3.3,Non-Veg,30% off
Chicken Biryani,Spicy and flavorful.,422,Main Course,Indian,Restaurant F,Mumbai,3.9,Non-Veg,26% off
Lassi,Sweet yogurt-based drink.,105,Beverage,Indian,Restaurant C,Hyderabad,4.8,Non-Veg,25% off
Guacamole,Mashed avocado dip with lime and salt.,132,Snack,Mexican,Restaurant J,Mumbai,3.3,Non-Veg,25% off
Guacamole,Mashed avocado dip with lime and salt.,258,Snack,Mexican,Restaurant D,Hyderabad,3.4,Non-Veg,5% off
Mac and Cheese,Creamy macaroni and cheese dish.,214,Main Course,American,Restaurant C,Hyderabad,3.3,Non-Veg,29% off
